Unnamed: 0,Document,Question,Context,Relevant,Page,Source From,Answer,Source Relevance Score,Unsure Flag,Addressed Directly,Core 16 Question
17,Westpac 2023 climate report.pdf,Does the company report a plan to engage with downstream partners on water consumption or water pollution?,"While we have more to do to expand the range of specific climate products in Australia, WNZL continues to make progress in offering practical solutions for customers to be more sustainable and resilient. Development over FY23 in WNZL has included: — A Sustainable Farm Loan to accelerate farm sustainability and resilience. — A Sustainable Business Loan to provide discounted lending on green or social initiatives such as energy efficient buildings, native plantings or affordable housing. — Expanded its sustainable lending program. The rebranded Greater Choices Home Loan is an interestfree loan for up to five years to eligible customers for purchasing electric vehicles (EVs), energy-efficient upgrades like heat pumps, insulation, solar panels and rainwater tanks. The limit is NZ$50,000 and there are no establishment fees. The business is aiming to lend around NZ$200 million under the program.","Expanded its sustainable lending program. The rebranded Greater Choices Home Loan is an interestfree loan for up to five years to eligible customers for purchasing electric vehicles (EVs), energy-efficient upgrades like heat pumps, insulation, solar panels and rainwater tanks.",34,text,"No. Westpac does not report a plan to engage with downstream partners on water consumption or pollution, however, its New Zealand branch provides loans for the purpose of purchasing water tanks.",1.0,,indirectly,1
16,Westpac 2023 climate report.pdf,Does the company report short-term actions taken or planned to reduce its waste generation?,,,,text,Westpac does not report actions taken or planned to reduce waste. They do briefly discuss past actions taken.,,,directly,1
15,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company align with external climate change adaptation goals/targets?,"Given the significant emissions generated from thermal coal, we seek to eliminate our exposure to thermal coal mining and have set short- and medium-term commitments. As a first step, we are focusing on Institutional customers with a significant portion (≥15%) of their revenue coming directly from thermal coal mining. Our 2030 NZBA sector lending target applies a lower revenue threshold (>5%) which captures diversified companies with minor thermal coal interests
We will not provide any project financing to new, expansions or extensions of thermal coal mines. 
For institutional customers with equal to or greater than ≥15%8 of their revenue coming directly from thermal coal mining, we will: • effective immediately, not onboard new customers • effective immediately, not provide corporate lending or bond facilitation. This includes new, expansions or extensions of life of existing thermal coal mines. • have zero lending by 30 September 2025.","ur 2030 NZBA sector lending target applies a lower revenue threshold (>5%) which captures diversified companies with minor thermal coal interests. We will not provide any project financing to new, expansions or extensions of thermal coal mines. 
For institutional customers with equal to or greater than ≥15%8 of their revenue coming directly from thermal coal mining, we will: • effective immediately, not onboard new customers • effective immediately, not provide corporate lending or bond facilitation. This includes new, expansions or extensions of life of existing thermal coal mines. • have zero lending by 30 September 2025.",31,text,Yes. Westpac's environmental/sustainability targets align with external climate targets.,3.0,,indirectly,1
14,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company align with external climate change adaptation goals/targets?,"We will not provide project finance or bond facilitation for the development of new (greenfield) or expansionary oil and gas fields, including new associated dedicated infrastructure3, unless in accordance with the International Energy Agency Net-Zero by 2050 scenario4 (2021).
We will continue to provide corporate lending and bond facilitation where the customer has a credible transition plan5 in place by 30 September 2025.","We will not provide project finance or bond facilitation for the development of new (greenfield) or expansionary oil and gas fields, including new associated dedicated infrastructure3, unless in accordance with the International Energy Agency Net-Zero by 2050 scenario4 (2021)",31,text,Yes. Westpac's environmental/sustainability targets align with external climate targets.,3.0,,indirectly,1
13,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company align with external climate change adaptation goals/targets?,"Our NZBA commitment 
In seeking to reduce our scope 3 financed emissions, we joined the NZBA and have now set 12 (2030) interim emission reduction targets related to our lending across eight of the nine NZBA carbon intensive sectors. The below table summarises our targets – detailed information on each target is in the Appendix.","In seeking to reduce our scope 3 financed emissions, we joined the NZBA and have now set 12 (2030) interim emission reduction targets related to our lending across eight of the nine NZBA carbon intensive sectors.",30,text,Yes. Westpac's environmental/sustainability targets align with external climate targets.,3.0,,indirectly,1
10,Westpac 2023 climate report.pdf,Does the company have a strategy on waste management?,"Our targets: 
25 per cent reduction in net emissions from 2019 levels by 2030
10 per cent of SAF in fuel mix by 2030 
Average of 1.5 per cent per year fuel efficiency improvements to 2030 
Zero single-use plastics by 20273 
ero general waste to landfill by 2030","
Zero general waste to landfill by 2030
Zero single-use plastics by 20273",22,graph,Yes. Qantas has a strategy to achieve zero general waste to landfill and single-use plastics by 2030.,3.0,,indirectly,1
10,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company align with external climate change adaptation goals/targets?,"In pursuit of net-zero emissions we have set 2030 targets to reduce our scope 1 and 2 emissions and scope 3 upstream emissions. Our biggest impact on climate however is related to our financing activities and while we have been working to reduce the emissions intensity of our lending portfolio for some time, significant work is required to reach net-zero. We joined the NZBA last year to accelerate our efforts and have set interim targets in some of the most emissions intensive sectors. We continue work to operationalise these targets. At Westpac, this is about working in step with customers, supporting them in their transition such as by providing products, incentives and insights. We view climate change not just as a risk but as an opportunity. This perspective is supporting our efforts to mobilise the capital needed to transform our nation’s energy infrastructure and finance customers on their journey to a lower carbon future. This opportunity is reflected in our new sustainable finance targets of $55 billion in lending and $40 billion in bond facilitation by 2030",We joined the NZBA last year to accelerate our efforts and have set interim targets in some of the most emissions intensive sectors. We continue work to operationalise these targets.,15,text,Yes. Westpac's environmental/sustainability targets align with external climate targets.,3.0,,indirectly,1
9,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company align with external climate change adaptation goals/targets?,"Our climate ambition is to become a net-zero climate resilient bank. This includes transitioning our operational and financed emissions, and aligning our lending portfolio to net-zero by 2050 consistent with a 1.5°C pathway, while aiming to strengthen our climate change resilience.","Our climate ambition is to become a net-zero climate resilient bank. This includes transitioning our operational and financed emissions, and aligning our lending portfolio to net-zero by 2050 consistent with a 1.5°C pathway, while aiming to strengthen our climate change resilience.",14,text,Yes. Westpac's environmental/sustainability targets align with external climate targets.,3.0,,indirectly,1
8,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company align with external climate change adaptation goals/targets?,"As a bank, we believe one of the largest impacts we can have is by working with customers to support their transition to a net-zero economy, as we shift our financed emissions to become net-zero by 2050, consistent with a 1.5°C aligned pathway. In line with our commitment to the Net-Zero Banking Alliance (NZBA), we set further sector-level 2030 targets, and we now have targets set in eight of the nine NZBA carbon intensive sectors. The FY22 absolute financed emissions tied to these targets account for as much as 48% of the Group’s total scope 1 and 2 financed emissions. Subject to data availability and a valid science-based pathway, we plan to set a target for the remaining NZBA2 carbon intensive sector, Aluminium, in 2025. We are also here to partner with customers on the opportunities that a transition of this magnitude presents. Decarbonising the economy requires significant investment, and we have a big role to play helping customers as they implement their transition plans – such as developing new products and services, and through the provision of targeted funding.","In line with our commitment to the Net-Zero Banking Alliance (NZBA), we set further sector-level 2030 targets, and we now have targets set in eight of the nine NZBA carbon intensive sectors",4,text,Yes. Westpac's environmental/sustainability targets align with external climate targets.,3.0,,indirectly,1
7,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company reference external climate change adaptation goals/targets?,"Given the significant emissions generated from thermal coal, we seek to eliminate our exposure to thermal coal mining and have set short- and medium-term commitments. As a first step, we are focusing on Institutional customers with a significant portion (≥15%) of their revenue coming directly from thermal coal mining. Our 2030 NZBA sector lending target applies a lower revenue threshold (>5%) which captures diversified companies with minor thermal coal interests
We will not provide any project financing to new, expansions or extensions of thermal coal mines. 
For institutional customers with equal to or greater than ≥15%8 of their revenue coming directly from thermal coal mining, we will: • effective immediately, not onboard new customers • effective immediately, not provide corporate lending or bond facilitation. This includes new, expansions or extensions of life of existing thermal coal mines. • have zero lending by 30 September 2025.","ur 2030 NZBA sector lending target applies a lower revenue threshold (>5%) which captures diversified companies with minor thermal coal interests. We will not provide any project financing to new, expansions or extensions of thermal coal mines. 
For institutional customers with equal to or greater than ≥15%8 of their revenue coming directly from thermal coal mining, we will: • effective immediately, not onboard new customers • effective immediately, not provide corporate lending or bond facilitation. This includes new, expansions or extensions of life of existing thermal coal mines. • have zero lending by 30 September 2025.",31,text,"Yes. Westpac's environmental/sustainability targets reference external climate change adaptation goals/targets, mainly from the net-zero banking alliance",3.0,,indirectly,1
6,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company reference external climate change adaptation goals/targets?,"We will not provide project finance or bond facilitation for the development of new (greenfield) or expansionary oil and gas fields, including new associated dedicated infrastructure3, unless in accordance with the International Energy Agency Net-Zero by 2050 scenario4 (2021).
We will continue to provide corporate lending and bond facilitation where the customer has a credible transition plan5 in place by 30 September 2025.","We will not provide project finance or bond facilitation for the development of new (greenfield) or expansionary oil and gas fields, including new associated dedicated infrastructure3, unless in accordance with the International Energy Agency Net-Zero by 2050 scenario4 (2021)",31,text,"Yes. Westpac's environmental/sustainability targets reference external climate change adaptation goals/targets, mainly from the net-zero banking alliance",3.0,,indirectly,1
5,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company reference external climate change adaptation goals/targets?,"Our NZBA commitment 
In seeking to reduce our scope 3 financed emissions, we joined the NZBA and have now set 12 (2030) interim emission reduction targets related to our lending across eight of the nine NZBA carbon intensive sectors. The below table summarises our targets – detailed information on each target is in the Appendix.","In seeking to reduce our scope 3 financed emissions, we joined the NZBA and have now set 12 (2030) interim emission reduction targets related to our lending across eight of the nine NZBA carbon intensive sectors.",30,text,"Yes. Westpac's environmental/sustainability targets reference external climate change adaptation goals/targets, mainly from the net-zero banking alliance",3.0,,indirectly,1
4,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company reference external climate change adaptation goals/targets?,"
Actions and Progress relating to our Operational Emissions
Develop our approach to assessing/managing physical climate risk to our operational sites — Analysed the Group’s property footprint against a range of physical risk scenarios. This included several Intergovernmental Panel on Climate Change (IPCC) Representative Concentration Pathways (temperature increase scenarios). The analysis will help inform how we manage our property footprint including site selection, leasing and construction","Analysed the Group’s property footprint against a range of physical risk scenarios. This included several Intergovernmental Panel on Climate Change (IPCC) Representative Concentration Pathways (temperature increase scenarios). The analysis will help inform how we manage our property footprint including site selection, leasing and construction",21,table,"Yes. Westpac's environmental/sustainability targets reference external climate change adaptation goals/targets, mainly from the net-zero banking alliance",3.0,,indirectly,1
2,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company reference external climate change adaptation goals/targets?,"In pursuit of net-zero emissions we have set 2030 targets to reduce our scope 1 and 2 emissions and scope 3 upstream emissions. Our biggest impact on climate however is related to our financing activities and while we have been working to reduce the emissions intensity of our lending portfolio for some time, significant work is required to reach net-zero. We joined the NZBA last year to accelerate our efforts and have set interim targets in some of the most emissions intensive sectors. We continue work to operationalise these targets. At Westpac, this is about working in step with customers, supporting them in their transition such as by providing products, incentives and insights. We view climate change not just as a risk but as an opportunity. This perspective is supporting our efforts to mobilise the capital needed to transform our nation’s energy infrastructure and finance customers on their journey to a lower carbon future. This opportunity is reflected in our new sustainable finance targets of $55 billion in lending and $40 billion in bond facilitation by 2030",We joined the NZBA last year to accelerate our efforts and have set interim targets in some of the most emissions intensive sectors. We continue work to operationalise these targets.,15,text,"Yes. Westpac's environmental/sustainability targets reference external climate change adaptation goals/targets, mainly from the net-zero banking alliance",3.0,,indirectly,1
11,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company align with external climate change adaptation goals/targets?,"Targets and objectives
Align our lending portfolio to net-zero by 2050 consistent with a 1.5°C6 pathway in line with our NZBA commitment — NZBA 2030 sector lending targets in carbon intensive sectors, as detailed in the NZBA Guidelines. For further information refer to our Action Plan. — Provide $55 billion of lending and $40 billion of bond facilitation activities by 2030 that are aligned with our Sustainable Finance Framework — Seek to help customers understand and better respond to the impacts of climate change, to support adaptation and resilience","Align our lending portfolio to net-zero by 2050 consistent with a 1.5°C6 pathway in line with our NZBA commitment — NZBA 2030 sector lending targets in carbon intensive sectors, as detailed in the NZBA Guidelines.",15,table,Yes. Westpac's environmental/sustainability targets align with external climate targets.,3.0,,indirectly,1
3,Westpac 2023 climate report.pdf,Do the environmental/sustainability targets set by the company reference external climate change adaptation goals/targets?,"Targets and objectives
Align our lending portfolio to net-zero by 2050 consistent with a 1.5°C6 pathway in line with our NZBA commitment — NZBA 2030 sector lending targets in carbon intensive sectors, as detailed in the NZBA Guidelines. For further information refer to our Action Plan. — Provide $55 billion of lending and $40 billion of bond facilitation activities by 2030 that are aligned with our Sustainable Finance Framework — Seek to help customers understand and better respond to the impacts of climate change, to support adaptation and resilience","Align our lending portfolio to net-zero by 2050 consistent with a 1.5°C6 pathway in line with our NZBA commitment — NZBA 2030 sector lending targets in carbon intensive sectors, as detailed in the NZBA Guidelines.",15,table,"Yes. Westpac's environmental/sustainability targets reference external climate change adaptation goals/targets, mainly from the net-zero banking alliance",3.0,,indirectly,1
17,Woolworths Group 2023 Sustainability Report.pdf,Does the company identify any impacts of its business activities on the environment?,"In F23, we continued to focus on making it easier for our customers to choose sustainable products through the use of third party certification or verification. We have achieved 100% sustainable sourcing for tea and coffee in our own brand products and progressed the volume of sustainable cocoa used in collaboration with our bakery team and suppliers. For further detail refer to our commodity-specific policies on the Woolworths Group website. We acknowledge that significant work is required to transition from our current commitment to deforestation and conversion free supply chains (no clearing of forests or other ecosystems such as grasslands is allowed). In many cases, given the need for traceable segregation of certified products, this will involve changing the way in which high risk commodities are sourced or processed for use in our own brand products. In the next year, together with industry and suppliers, we will work to understand the practical implications of this transition through improved product traceability and logistics to segregate deforestation and conversion free certified commodities. By way of example, we will utilise the insights from our first assessment of deforestation in our fresh beef supply chains, and analysis identifying the origins of soy in livestock feed and the associated volume used across our animal protein categories, identifying opportunities to work with our suppliers and industry on pathways to reduce the environmental impact of animal protein",We acknowledge that significant work is required to transition from our current commitment to deforestation and conversion free supply chains (no clearing of forests or other ecosystems such as grasslands is allowed),29,text,"[YES]. Woolworths Group identifies significant impacts of its business activities on the environment, for example through deforestation, carbon emissions, plastic waste, and electricity consumption.",1.0,unsure,indirectly,1
18,Woolworths Group 2023 Sustainability Report.pdf,Does the company identify any impacts of its business activities on the environment?,"In Australia, we use 3.4 million tonnes of plastic every year. Of this, 84% of plastic is sent to landfill and only 13% is recycled. 1 While packaging is essential for protecting and preserving the integrity of food products, it takes considerable natural resources to produce and dispose. Packaging is one of our top customer concerns. We are embracing circular solutions and the power of partnerships, such as with PACT and Licella NZ, to increase access to recyclability and recycled content to address the impact of packaging in Australia and New Zealand. By 2025, we aim to make our own brand product packaging more sustainable by: + halving the use of virgin plastic packaging + achieving 60% recycled content + making 100% of our own brand packaging widely recyclable, reusable or compostable.","While packaging is essential for protecting and preserving the integrity of food products, it takes considerable natural resources to produce and dispose. Packaging is one of our top customer concerns.",27,text,"[YES]. Woolworths Group identifies significant impacts of its business activities on the environment, for example through deforestation, carbon emissions, plastic waste, and electricity consumption.",1.0,unsure,indirectly,1
19,Woolworths Group 2023 Sustainability Report.pdf,Does the company have a strategy on waste management?,"Hunger and food waste
 Food insecurity is caused by inequity, affordability and access. By partnering with our suppliers and customers, we can drive systemic changes to food waste reductions, redistribute edible food to people in need and improve affordability of our products
Plastics and packaging
Plastics have low current rates of recovery and recyclability. This creates an opportunity to drive circularity in our operations and via extensive supplier relationships, investing in innovation to strengthen product stewardship outcomes, and supporting customers’ recycling efforts
Healthier choices
Most Australians and New Zealanders are not consuming foods in line with Dietary Guidelines leading to increasingly poor health outcomes. Through our own brands we are working to enable and inspire healthier, more affordable product choices. By leveraging our supplier partnerships, we can extend this across our vendor brands to materially increase healthier choices in our customers' baskets.","By partnering with our suppliers and customers, we can drive systemic changes to food waste reductions, redistribute edible food to people in need and improve affordability of our products. Plastics have low current rates of recovery and recyclability. This creates an opportunity to drive circularity in our operations and via extensive supplier relationships, investing in innovation to strengthen product stewardship outcomes, and supporting customers’ recycling efforts",6,text,"[YES]. Woolworths Group's strategy on waste management encompasses goals and actions relating to reducing food waste and plastic packaging, for example by partnering with innovative start-ups.",3.0,,directly,1
20,Woolworths Group 2023 Sustainability Report.pdf,Does the company have a strategy on waste management?,"W23 is Woolworths Group’s venture capital and innovation fund that uses our assets, scale and expertise to drive strategic partnerships. It invests in innovative startups in retail and climate technology. Case study: Samsara has developed groundbreaking enzyme-based technology to break down plastics into its core molecules, which can subsequently be used to infinitely produce new plastic products. Our partnership enables us to invest in a circular solution with the goal of reducing plastic waste and the resulting greenhouse gas emissions.","Samsara has developed groundbreaking enzyme-based technology to break down plastics into its core molecules, which can subsequently be used to infinitely produce new plastic products. Our partnership enables us to invest in a circular solution with the goal of reducing plastic waste and the resulting greenhouse gas emissions",10,text,"[YES]. Woolworths Group's strategy on waste management encompasses goals and actions relating to reducing food waste and plastic packaging, for example by partnering with innovative start-ups.",2.0,,indirectly,1
24,Woolworths Group 2023 Sustainability Report.pdf,Does the company have a strategy on waste management?,"Collective action to reduce food waste 
Our Food Waste Diversion Pyramid applies a hierarchy to our approach based on positive impact, first supporting people in need through food rescue, then our farmer and wildlife partnerships, and finally, food waste recycling. 
Making progress across our operations 
We aim to have all food waste diverted from landfill by 2025, starting with our supermarkets. This year we implemented a Food Waste Diversion Data Enhancement program across our Australian and New Zealand supermarkets, Metros and CFCs. The program has significantly improved our data capture and reporting capability, helping the team select diversion pathways for food waste and reaffirming our pyramid approach. We can now report more accurately on our performance and monitor progress against our goal.","We aim to have all food waste diverted from landfill by 2025, starting with our supermarkets",22,text,"[YES]. Woolworths Group's strategy on waste management encompasses goals and actions relating to reducing food waste and plastic packaging, for example by partnering with innovative start-ups.",3.0,,directly,1
22,Woolworths Group 2023 Sustainability Report.pdf,Does the company have a strategy on waste management?,"Short term: ACcelerating action across our operations:
Value chain emissions reduction aligned to a 1.5°C pathway
 All new property developments will achieve a minimum 4 star Green Star rating
 Understand the impact of priority fresh supply chains on nature and increase supplier adoption of sustainable and regenerative practices in these categories
 All high-impact own brand commodities sourced from net zero-deforestation supply chains
Source our animal, and alternative protein sources in a sustainable manner through minimising our impact on the environment 
Aim for zero food waste to landfill from our supermarkets 
Woolworths own brand packaging widely recyclable, reusable or compostable
Medium term: leading action across our value chain","Aim for zero food waste to landfill from our supermarkets
Woolworths own brand packaging widely recyclable, reusable or compostable",19,text,"[YES]. Woolworths Group's strategy on waste management encompasses goals and actions relating to reducing food waste and plastic packaging, for example by partnering with innovative start-ups.",3.0,,directly,1
23,Woolworths Group 2023 Sustainability Report.pdf,Does the company have a strategy on waste management?,"We aim to contribute to a more resilient and equitable food system, free of hunger and waste, that advances sustainability, food access and affordability. With a pathway to achieve ~95% diversion of food waste from our operations, we are expanding our focus to consider food waste across our value chain, and improving on our efforts towards reducing hunger. We have therefore updated our 2025 goal to 'reducing hunger and food waste' from our earlier 'zero food waste to landfill' This aligns with SDGs 2: zero hunger and 12: responsible consumption and production. 
Our end-to-end approach 
We are embracing the power of partnerships to apply an end-to-end approach to redistribute edible food and prevent food waste. In the last year, we have worked to understand areas where food waste is most concentrated, to identify opportunities of highest impact. This will be key in how we prioritise our initiatives. We will build on our existing work to amplify implementation of both innovative and practical solutions towards curbing food waste across our value chain whilst increasing access and affordability; and investing in natural resource conservation.",We are embracing the power of partnerships to apply an end-to-end approach to redistribute edible food and prevent food waste.,22,text,"[YES]. Woolworths Group's strategy on waste management encompasses goals and actions relating to reducing food waste and plastic packaging, for example by partnering with innovative start-ups.",3.0,,directly,1
16,Woolworths Group 2023 Sustainability Report.pdf,Does the company identify any impacts of its business activities on the environment?,"
Our opportunity to deliver impact 
Woolworths Group feeds a significant proportion of Australia and New Zealand through our network of over 1,400 stores. We are also a significant consumer of electricity, consuming 0.7% of electricity generated across both countries, and have an extensive logistics footprint. The scale of our supply chain has a material impact on climate and nature due to the resources used to produce the food our customers require. With more than 17,000 suppliers, our scope 3 emissions are 15 times our scope 1 and 2 combined. This presents an opportunity to drive decarbonisation whilst protecting nature and the availability and quality of the products we sell. 
Our approach 
We recognise that Woolworths Group and our suppliers rely on the health of our climate and nature to meet our customers’ needs. Guided by our principle of positively impacting the planet, we are actively partnering across our value chain to support the transition to a low-carbon future whilst working to protect and regenerate nature. In line with our 2025 Plan, we aim to reduce our emissions; improve our operations and communities’ resilience; work to improve food security and reduce waste; and encourage sustainable and regenerative practices for future generations. We know we can do more and aspire to become a net positive business.","We are also a significant consumer of electricity, consuming 0.7% of electricity generated across both countries, and have an extensive logistics footprint. The scale of our supply chain has a material impact on climate and nature due to the resources used to produce the food our customers require",17,text,"[YES]. Woolworths Group identifies significant impacts of its business activities on the environment, for example through deforestation, carbon emissions, plastic waste, and electricity consumption.",3.0,,directly,1
25,Woolworths Group 2023 Sustainability Report.pdf,Does the company have a strategy on waste management?,"We aim to influence beyond our operations to encompass upstream and downstream initiatives and collaborate to reduce industry and community food waste. We support our farmers upstream to reduce food waste to landfill through initiatives such as the Odd Bunch. The Odd Bunch has saved over 300,000 tonnes of fruit and vegetables from being wasted since 2015, helping farmers sell more crops and our customers enjoy great value fresh produce. We’re also working to help educate and inspire our customers on methods and benefits of food waste reduction. For example, ‘Reduced in Price, Just as Nice’, launched in 2023, helps our Metro customers save money and reduce food waste with allocated space for reduced and short shelf-life items. In F24 we will continue to work with our partners to reduce food waste across our value chain. This includes extracting more inedible food from our waste through a range of collaborations and operational programs, implementing depackaging and backhaul solutions, and further embedding in-store initiatives such as incentivising team behaviour and bin audits.",We aim to influence beyond our operations to encompass upstream and downstream initiatives and collaborate to reduce industry and community food waste.,23,text,"[YES]. Woolworths Group's strategy on waste management encompasses goals and actions relating to reducing food waste and plastic packaging, for example by partnering with innovative start-ups.",3.0,,directly,1
26,Woolworths Group 2023 Sustainability Report.pdf,Does the company have a strategy on waste management?,"In Australia, we use 3.4 million tonnes of plastic every year. Of this, 84% of plastic is sent to landfill and only 13% is recycled. 1 While packaging is essential for protecting and preserving the integrity of food products, it takes considerable natural resources to produce and dispose. Packaging is one of our top customer concerns. We are embracing circular solutions and the power of partnerships, such as with PACT and Licella NZ, to increase access to recyclability and recycled content to address the impact of packaging in Australia and New Zealand. By 2025, we aim to make our own brand product packaging more sustainable by: + halving the use of virgin plastic packaging + achieving 60% recycled content + making 100% of our own brand packaging widely recyclable, reusable or compostable.","We are embracing circular solutions and the power of partnerships, such as with PACT and Licella NZ, to increase access to recyclability and recycled content to address the impact of packaging in Australia and New Zealand.",27,text,"[YES]. Woolworths Group's strategy on waste management encompasses goals and actions relating to reducing food waste and plastic packaging, for example by partnering with innovative start-ups.",3.0,,directly,1
21,Woolworths Group 2023 Sustainability Report.pdf,Does the company have a strategy on waste management?,"W360 aims to deliver market-leading solutions and innovations focused on energy, waste, water and packaging. Case study: saveBOARD a start-up, in New Zealand and Australia, is producing a low carbon building material made from previously unrecyclable waste liquid paperboard packaging (long life milk and juice cartons) and soft plastics. Woolworths Supermarkets has been trialling various iterations of saveBOARD’s products in stores.",Woolworths Supermarkets has been trialling various iterations of saveBOARD’s products in stores.,10,text,"[YES]. Woolworths Group's strategy on waste management encompasses goals and actions relating to reducing food waste and plastic packaging, for example by partnering with innovative start-ups.",2.0,,indirectly,1
15,Woolworths Group 2023 Sustainability Report.pdf,Does the company identify any impacts of its business activities on the environment?,"Having a healthy business requires a healthy planet. We’re excited to be transitioning our home delivery fleet to electric trucks – supporting our aim to reduce emissions in our Group’s transport fleet by 60% by 2030. We’ve started with 27 new electric vehicles (EVs) on Sydney roads and will work to replace our 1,200 home delivery trucks. With this, and a range of other initiatives, we’re on track to mitigating 80% of our scope 1 and 2 emissions by 2030, which saw a 36% decrease this year from baseline. The scale of our value chain materially contributes to our total emissions and impact on nature. This year, we focused on collaborations and pilots to improve our understanding of scope 3 and nature-related risks and complexities. Our value chain emissions program saw 90% participation from suppliers in high-emissions food categories with plans to further expand this to all suppliers.",The scale of our value chain materially contributes to our total emissions and impact on nature.,5,text,"[YES]. Woolworths Group identifies significant impacts of its business activities on the environment, for example through deforestation, carbon emissions, plastic waste, and electricity consumption.",3.0,,directly,1
11,Woolworths Group 2023 Sustainability Report.pdf,Does the company report short-term actions taken or planned to reduce its waste generation?,"Collective action to reduce food waste 
Our Food Waste Diversion Pyramid applies a hierarchy to our approach based on positive impact, first supporting people in need through food rescue, then our farmer and wildlife partnerships, and finally, food waste recycling. 
Making progress across our operations 
We aim to have all food waste diverted from landfill by 2025, starting with our supermarkets. This year we implemented a Food Waste Diversion Data Enhancement program across our Australian and New Zealand supermarkets, Metros and CFCs. The program has significantly improved our data capture and reporting capability, helping the team select diversion pathways for food waste and reaffirming our pyramid approach. We can now report more accurately on our performance and monitor progress against our goal.","Our Food Waste Diversion Pyramid applies a hierarchy to our approach based on positive impact, first supporting people in need through food rescue, then our farmer and wildlife partnerships, and finally, food waste recycling. We aim to have all food waste diverted from landfill by 2025, starting with our supermarkets",22,text,[YES]. Woolworths Group reports a number of short-term actions taken and planned to reduce waste generation. These mainly involve reducing food waste and the use of plastics in packaging.,3.0,,directly,1
13,Woolworths Group 2023 Sustainability Report.pdf,Does the company report short-term actions taken or planned to reduce its waste generation?,"In Australia, we use 3.4 million tonnes of plastic every year. Of this, 84% of plastic is sent to landfill and only 13% is recycled. 1 While packaging is essential for protecting and preserving the integrity of food products, it takes considerable natural resources to produce and dispose. Packaging is one of our top customer concerns. We are embracing circular solutions and the power of partnerships, such as with PACT and Licella NZ, to increase access to recyclability and recycled content to address the impact of packaging in Australia and New Zealand. By 2025, we aim to make our own brand product packaging more sustainable by: + halving the use of virgin plastic packaging + achieving 60% recycled content + making 100% of our own brand packaging widely recyclable, reusable or compostable.","We are embracing circular solutions and the power of partnerships, such as with PACT and Licella NZ, to increase access to recyclability and recycled content to address the impact of packaging in Australia and New Zealand.",27,text,[YES]. Woolworths Group reports a number of short-term actions taken and planned to reduce waste generation. These mainly involve reducing food waste and the use of plastics in packaging.,3.0,,directly,1
12,Woolworths Group 2023 Sustainability Report.pdf,Does the company report short-term actions taken or planned to reduce its waste generation?,"We aim to influence beyond our operations to encompass upstream and downstream initiatives and collaborate to reduce industry and community food waste. We support our farmers upstream to reduce food waste to landfill through initiatives such as the Odd Bunch. The Odd Bunch has saved over 300,000 tonnes of fruit and vegetables from being wasted since 2015, helping farmers sell more crops and our customers enjoy great value fresh produce. We’re also working to help educate and inspire our customers on methods and benefits of food waste reduction. For example, ‘Reduced in Price, Just as Nice’, launched in 2023, helps our Metro customers save money and reduce food waste with allocated space for reduced and short shelf-life items. In F24 we will continue to work with our partners to reduce food waste across our value chain. This includes extracting more inedible food from our waste through a range of collaborations and operational programs, implementing depackaging and backhaul solutions, and further embedding in-store initiatives such as incentivising team behaviour and bin audits.","We support our farmers upstream to reduce food waste to landfill through initiatives such as the Odd Bunch. The Odd Bunch has saved over 300,000 tonnes of fruit and vegetables from being wasted since 2015, helping farmers sell more crops and our customers enjoy great value fresh produce. We’re also working to help educate and inspire our customers on methods and benefits of food waste reduction. ",23,text,[YES]. Woolworths Group reports a number of short-term actions taken and planned to reduce waste generation. These mainly involve reducing food waste and the use of plastics in packaging.,3.0,,directly,1
10,Woolworths Group 2023 Sustainability Report.pdf,Does the company report short-term actions taken or planned to reduce its waste generation?,"We aim to contribute to a more resilient and equitable food system, free of hunger and waste, that advances sustainability, food access and affordability. With a pathway to achieve ~95% diversion of food waste from our operations, we are expanding our focus to consider food waste across our value chain, and improving on our efforts towards reducing hunger. We have therefore updated our 2025 goal to 'reducing hunger and food waste' from our earlier 'zero food waste to landfill' This aligns with SDGs 2: zero hunger and 12: responsible consumption and production. 
Our end-to-end approach 
We are embracing the power of partnerships to apply an end-to-end approach to redistribute edible food and prevent food waste. In the last year, we have worked to understand areas where food waste is most concentrated, to identify opportunities of highest impact. This will be key in how we prioritise our initiatives. We will build on our existing work to amplify implementation of both innovative and practical solutions towards curbing food waste across our value chain whilst increasing access and affordability; and investing in natural resource conservation.","In the last year, we have worked to understand areas where food waste is most concentrated, to identify opportunities of highest impact. This will be key in how we prioritise our initiatives.",22,text,[YES]. Woolworths Group reports a number of short-term actions taken and planned to reduce waste generation. These mainly involve reducing food waste and the use of plastics in packaging.,3.0,,directly,1
